title,author,publisher,pubyear,isbn,issn,location,bibctrlno,detail_url,type,keyword1,keyword2,keyword3,keywords,year
30 kW급 Cu-Cu Fin 비등파이프를 이용한 열교환기 열성능 시험Thermal Performance Test of 30 kW Heat Exchanger Using Cu-Cu Fin Boiling Pipe,신동환;심재환;김홍욱,한국유체기계학회;한국유체기계학회,2025-06-26,,,[],121416,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121416&se=rt&ty=B,연구논문,,,,,2025.0
3D-bioprinted gelatin methacryloyl hydrogel culture system emulating the oviduct environment for enhanced preimplantation embryo development,구윤동;강민희;김다홍;조민정;김유진;장주이;여선주;김기홍;박수아;이재호,WHIOCE PUBLISHING PTE LTD;WHIOCE PUBLISHING PTE LTD,2024.08.23,,,[],120946,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120946&se=rt&ty=B,연구논문,,,,,2024.0
.3D bioprinting of bioceramic scaffold with thermally embedded abalone shell particles,김다홍;이재종;박수아,한국세라믹학회(KCERS);한국세라믹학회(KCERS),2023.10.19,,,[],120309,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120309&se=rt&ty=B,연구논문,,,,,2023.0
.3D bioprinting of cell-laden thermosensitive methylcellulose/nanosilicate composite hydrogels,최윤혁;여용호;이동진;박수아;박원호,Blackie Academic & Professional;Blackie Academic & Professional,2023.05.03,,,[],120132,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120132&se=rt&ty=B,연구논문,,,,,2023.0
3D height-alternant island arrays for stretchable OLEDs with high active area ratio and maximum strain,김수본;이동균;김준호;김태현;심지훈;양종헌;오승진;한상인;이우찬;최동호;김택수;문한얼;유승협,Nature Publishing Group;Nature Publishing Group,2024.09.06,,,[],121124,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121124&se=rt&ty=B,연구논문,,,,,2024.0
3D Mesh-type Wearable Ionic Sensor Enclosing a Human Finger,서원정;정영도;이보연,AMSM;AMSM,2024.10.29,,,[],121045,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121045&se=rt&ty=B,연구논문,,,,,2024.0
3D-printed versatile biliary stents with nanoengineered surface for anti-hyperplasia and antibiofilm formation,이현;원동성;박신우;박유빈;김지원;한기남;나유현;강민호;김석범;강희민;박준규;장태식;이상진;박수아;이상수;박정훈;정현도,Elsevier;Elsevier,2024.03.21,,,[],120797,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120797&se=rt&ty=B,연구논문,,,,,2024.0
3D 바이오 프린팅 기술로 제작된 삼중배양 인공 소장 모델Tri-culture model of an artificial small intestine fabricated by 3D bio-printing,손승훈;최해진;임호섭;양석조;이준희,대한기계학회;대한기계학회,2024.04.25,,,[],120932,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120932&se=rt&ty=B,연구논문,,,,,2024.0
3D 바이오 프린팅 기술을 이용한 세 종류의 세포가 들어 있는 이식 가능한 인공 장An artificial intestine containing three types of cells for transplantation using 3D bio-printing technology,손승훈;임호섭;이보연;정초록;양석조;이준희, 한국조직공학·재생의학회; 한국조직공학·재생의학회,2024.06.26,,,[],120934,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120934&se=rt&ty=B,연구논문,,,,,2024.0
3D 바이오프린팅을 이용한 피부 조직 재생을 위한 탈세포화 세포외기질 기반 HGC 온도감응성 바이오잉크 개발Development of decellularized extracellular matrix-based HGC thermosensitive bioinkfor skin tissue regeneration using 3D bioprinting,최해진;손승훈;이영화;전승규;임호섭;이준희;허강무,한국공업화학회;한국공업화학회,2025.06.04,,,[],121297,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121297&se=rt&ty=B,연구논문,,,,,2025.0
3D 프린팅 기술을 이용한 인공 피부 제조 장비 개발,이덕규;임호섭;이준희,한국화생방방어학회;한국화생방방어학회,2024.09.11,,,[],121189,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121189&se=rt&ty=B,연구논문,,,,,2024.0
3D 프린팅 기술을 이용한 인공피부 제조 장비 기술 개발Development of artificial skin manufacturing system using 3D printing technology,이준희;박수아;이덕규;임호섭,"한국화생방방어학회 / 한국원자력연구원, 육군화생방학교, 환경부 화학물질안전원, 육군3사관학교, 국방과학연구소, 국방신속획득기술연구원;한국화생방방어학회 / 한국원자력연구원, 육군화생방학교, 환경부 화학물질안전원, 육군3사관학교, 국방과학연구소, 국방신속획득기술연구원",2023.09.21,,,[],120434,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120434&se=rt&ty=B,연구논문,,,,,2023.0
3차원 인쇄형 유연촉각소자연구,이보연;오선종;김성기;정영도,한국유연인쇄전자학회(KFPE);한국유연인쇄전자학회(KFPE),2023.04.27,,,[],114453,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=114453&se=rt&ty=B,연구논문,,,,,2023.0
3축 공작기계의 기하학적 오차 모델링 및 보정Modelling and Compensation of Geometric Errors in 3-axis Machine Tools,김경호;뤼엔 콕 캔;이찬영;노승국;송창규,한국정밀공학회(KSPE);한국정밀공학회(KSPE),2023.05.10,,,[],120016,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120016&se=rt&ty=B,연구논문,,,,,2023.0
3축 공작기계의 기하학적 오차 모델링을 위한 모듈화 기반 방법A Modularization-based Method for Modeling the Geometric Errors of 3-axis Machine Tools,뤼엔 콕 캔;김경호;노승국;오정석,한국정밀공학회(KSPE);한국정밀공학회(KSPE),2023.05.11,,,[],120018,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120018&se=rt&ty=B,연구논문,,,,,2023.0
3축 공작기계의 열오차 모델링Thermal error modeling of three-axis machine tools,조뢰;김경호;노승국;송창규,한국생산제조학회(KSMTE);한국생산제조학회(KSMTE),2023.07.13,,,[],120222,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120222&se=rt&ty=B,연구논문,,,,,2023.0
4D printing and simulation of body temperature-responsive shape-memory polymers for advanced biomedical applications,김다홍;김경현;양용석;장건수;전소희;정준호;박수아,WHIOCE PUBLISHING PTE LTD;WHIOCE PUBLISHING PTE LTD,2024.06.29,,,[],120868,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120868&se=rt&ty=B,연구논문,,,,,2024.0
5000계 알루미늄 합금의 전자빔 보수용접 특성 연구Study on the Electron Beam Repair Welding of 5000 Aluminum Alloys,최인성;서헌민;정인철;최정수;박인덕;서정,대한용접접합학회;대한용접접합학회,2024.10.29,,,[],120983,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120983&se=rt&ty=B,연구논문,,,,,2024.0
5TPD급 수소액화용 헬륨 압축기 테스트베드 설계 및 시뮬레이션,변병창;윤하준;이정민;최정웅;김동민;김모세;김기덕;김정훈;이상윤;이성우;백기영;이철진;이근태,한국수소및신에너지학회;한국수소및신에너지학회,2024.10.31,,,[],121064,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121064&se=rt&ty=B,연구논문,,,,,2024.0
5축 가공기용 로터리테이블의 열변위 특성 분석Analysis of thernal displacement characteristics of a rotary table for 5-axis machine tools,이성철;김현수;김동훈;노승국,한국생산제조학회;한국생산제조학회,2025.07.16,,,[],121293,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121293&se=rt&ty=B,연구논문,,,,,2025.0
5축 공작기계의 위치독립적 기하오차 기상측정 및 보정 기술On-Machine Measurement and Compensation of Position-Independent Geometric Errors in 5-Axis Machine Tools,김경호;뤼엔 콕 캔;노승국;송창규,한국정밀공학회;한국정밀공학회,2024.11.13,,,[],121086,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121086&se=rt&ty=B,연구논문,,,,,2024.0
5축 공작기계의 회전축 열오차 측정 및 모델링Measurement and modeling of thermal error in the rotary axes of 5-axis machine tools,조뢰;김경호;노승국;송창규,한국생산제조학회;한국생산제조학회,2024.07.18,,,[],121085,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121085&se=rt&ty=B,연구논문,,,,,2024.0
5축 듀얼 로터리 테이블 공작기계의 위치 오차 추정을 위한 최소제곱법Efficient Least Squares Estimation of Location Errors in Five-Axis Machine Tools with Dual Rotary Table,뤼엔 콕 캔;김경호;오정석;노승국,한국정밀공학회;한국정밀공학회,2024.11.14,,,[],121087,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121087&se=rt&ty=B,연구논문,,,,,2024.0
6 in SiO2 플라즈마 식각 공정 및 플라즈마 진단,신현제;이민서;이효민;배서현;김유민;백동현;강민지;김성호;김형우;전나리,반도체공학회;반도체공학회,2025-07-14,,,[],121424,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121424&se=rt&ty=B,연구논문,,,,,2025.0
"70MPa, 100kg/h급 극저온 왕복동 펌프에 관한 연구A study on 70MPa and 100kg/h Class Cryogenic Reciprocating Pump",안병철;함영복;박중호;김현세;김홍욱;문선영;유화롱;최병일;허필우;김정철,한국가스학회(KIGAS);한국가스학회(KIGAS),2023.05.25,,,[],120047,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120047&se=rt&ty=B,연구논문,,,,,2023.0
A2L 등급 냉매 가연성 평가에 대한 실험적 연구An Experimental Study on the Flammability of A2L Class Refrigerant,김학수;김동호;이공훈,대한설비공학회(SAREK);대한설비공학회(SAREK),2023.11.24,,,[],120426,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120426&se=rt&ty=B,연구논문,,,,,2023.0
"Ablation morphology and characteristic analysis of anisotropic conductive film (ACF) using femtosecond lasers with NIR, Green, and DUV wavelengths for micro？LED display repair",최준하;조광우;조성학,Springer Verlag;Springer Verlag,2024.01.31,,,[],120809,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120809&se=rt&ty=B,연구논문,,,,,2024.0
Ablation morphology and defect analysis of Ti thin film irradiated by femto- and picosecond laser for fine ablation of Micro-LED display thin film transistor repair,최준하;조성학,Springer Verlag;Springer Verlag,2024.07.09,,,[],120851,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120851&se=rt&ty=B,연구논문,,,,,2024.0
Absolute distance measurement using nonlinear optical cross-correlation of femtosecond laser pulses,한성흠;김승만;오정석;노승국;김경호;김승우,한국광학회(OSK);한국광학회(OSK),2023.02.15,,,[],114422,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=114422&se=rt&ty=B,연구논문,,,,,2023.0
Accelerated Life Testing for Enhancing Health Monitoring and Management of Vertical Multistage Centrifugal Pumps,이상혁;선경호;김재형;윤인식,QR2MSE2024;QR2MSE2024,2024.07.25,,,[],120872,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120872&se=rt&ty=B,연구논문,,,,,2024.0
Accelerated Sulfur Evolution Reactions by TiS2/TiO2@MXene Host for High-Volumetric-Energy-Density Lithium？Sulfur Batteries,푸엉;박지수;심형철;육종민;김재현;김덕종;이승모,John Wiley & Sons Ltd.;John Wiley & Sons Ltd.,2023.08.29,,,[],120243,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120243&se=rt&ty=B,연구논문,,,,,2023.0
.Acoustic Waves Generated in Hypergolic Drop Tests of Low- and High-Volatility Fuels,강홍재;김충만;이종광,AIAA(American Institute of Aeronautics and Astronautics);AIAA(American Institute of Aeronautics and Astronautics),2024.03.02,,,[],120805,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120805&se=rt&ty=B,연구논문,,,,,2024.0
An active-type dust collector that reduces brake wear particle (BWP) emissionAn active-type dust collector that reduces brake wear particle (BWP) emission,우상희;장형준;김민기;유승우;김대현;김귀연;이석환,Taylor & Francis;Taylor & Francis,2024.08.06,,,[],120949,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120949&se=rt&ty=B,연구논문,,,,,2024.0
.Actual Process Synchronized Simulation of Deposited Geometry in DED Process,허세곤;정민교;하태호,ISMTII2023/한국정밀공학회(KSPE);ISMTII2023/한국정밀공학회(KSPE),2023.09.19,,,[],120449,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120449&se=rt&ty=B,연구논문,,,,,2023.0
Adiabatic compressed air energy storage system combined with solid-oxide electrolysis cells,김영민;김선엽;최지선,Elsevier Limited;Elsevier Limited,2024.01.06,,,[],120860,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120860&se=rt&ty=B,연구논문,,,,,2024.0
Advanced 2-DOF Counterbalance Mechanism based on Gear Units and Springs to Minimize Required Torques of Robot Arm,김휘수;박종우;배명수;박동일;박찬훈;도현민;최태용;김두형;경진호,ICRA 2023;ICRA 2023,2023.05.30,,,[],120168,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120168&se=rt&ty=B,연구논문,,,,,2023.0
Advanced Characterization of the Active Materials for Lithium Ion Batteries Using TEM Techniques to Promote Mechanism Understanding,심형철,"Korea Institute of Machinery & Materials (KIMM), International Committee on Mesurements and Instrumentation (ICMI);Korea Institute of Machinery & Materials (KIMM), International Committee on Mesurements and Instrumentation (ICMI)",2023.09.18,,,[],120256,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120256&se=rt&ty=B,연구논문,,,,,2023.0
Advanced Characterization of the Active Materials for Lithium Ion Batteries Using TEM Techniques to Promote Mechanism Understanding,심형철;오민섭;소혜미;현승민;변영운;이현정;김홍규;안재평,"KIMM(한국기계연구원), KITECH(한국생산기술연구원), National NanoFab Center(나노종합기술원), JCK MEMS/NEMS, SMNS(마이크로나노시스템학회), KFPE(한국유연인쇄전자학회);KIMM(한국기계연구원), KITECH(한국생산기술연구원), National NanoFab Center(나노종합기술원), JCK MEMS/NEMS, SMNS(마이크로나노시스템학회), KFPE(한국유연인쇄전자학회)",2023.09.20,,,[],120261,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120261&se=rt&ty=B,연구논문,,,,,2023.0
Advanced in-situ monitoring of semiconductor plasma process using heater-integrated quartz crystal microbalance,박경준;유시진;장일류;김나윤;금호현;김형우;강우석;김회준,한국센서학회;한국센서학회,2024.09.05,,,[],120935,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120935&se=rt&ty=B,연구논문,,,,,2024.0
Advancing Micro/Nanoscale High-Resolution Digital Patterning: A Combined with Two-Photon Polymerization (TPP) and Digital Micro Mirror Device (DMD),조현민;이원섭;장원석,SPIE;SPIE,2024.06.20,,,[],120992,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120992&se=rt&ty=B,연구논문,,,,,2024.0
Advancing waste heat potential assessment for net-zero emissions: A review of demand-based thermal energy systems,오진우;한욱민;정유준;강용태;이호성,Elsevier BV;Elsevier BV,2024.06.22,,,[],120865,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120865&se=rt&ty=B,연구논문,,,,,2024.0
.A highly stretchable inductive-based coil-spring strain sensor for intention recognition of soft wearable robots,박성준;최경준;안정도;정현목;박정애;한병길;Hugo Rodrigue;박철훈,Ubiquitous Robots 2023/KROS;Ubiquitous Robots 2023/KROS,2023.06.26,,,[],120204,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120204&se=rt&ty=B,연구논문,,,,,2023.0
AI-enhanced fire detection and suppression system for autonomous ships,이혁;정정훈;유원선;정현;김종환;유용호;임길혁,대한조선학회;대한조선학회,2024.11.30,,,[],121212,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121212&se=rt&ty=B,연구논문,,,,,2024.0
AI-powered bed safety guard system for fall prevention in elderly and disabled patientsAI-powered bed safety guard system for fall prevention in elderly and disabled patients,정덕기;심성보;이예진;김정민;이용구;이강호,한국센서학회;한국센서학회,2025-03-31,,,[],121282,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121282&se=rt&ty=B,연구논문,,,,,2025.0
Air-gap controlled smart window for spectral and angular selective modulation of solar radiation,송재만;정규진;백건우;홍희기;임미경,Pergamon Press Ltd.;Pergamon Press Ltd.,2024.11.20,,,[],121095,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121095&se=rt&ty=B,연구논문,,,,,2024.0
Air Handling Unit with Electrostatic Precipitator via Antimicrobial Aerosol Coating Method Air Handling Unit with Electrostatic Precipitator via Antimicrobial Aerosol Coating Method,한방우;박대훈;김정래;황정호;김영훈;이건희;박인용;김상복,IEEE;IEEE,2024.10.23,,,[],121035,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121035&se=rt&ty=B,연구논문,,,,,2024.0
AI 알고리즘을 이용한 레이저 미세홀 드릴링 깊이 예측 연구Study of Hole Depth Prediction Using AI Algorithmin Laser Micro Drilling Process,김명준;최필공;임창민;강신교;구현회;김경한,한국정밀공학회(KSPE);한국정밀공학회(KSPE),2023.05.10,,,[],120575,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120575&se=rt&ty=B,연구논문,,,,,2023.0
Ammonia production from water and nitrogen under plasma-catalysis hybrid system,이희수;강홍재;마지드;이대훈,한국연소학회;한국연소학회,2024.11.05,,,[],121135,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121135&se=rt&ty=B,연구논문,,,,,2024.0
Ammonia synthesis using water and nitrogen under plasma-catalysis hybrid system,이희수;강홍재;이대훈,Taiwanese Association of Plasma Science & Technology;Taiwanese Association of Plasma Science & Technology,2024.07.05,,,[],121134,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121134&se=rt&ty=B,연구논문,,,,,2024.0
Analysis of Adhesion Energy and Strain Modulus of Adherend Bonded with Homo/heterogeneous Substrate for Temporary Bonding and Debonding,정하경;박아영;김승만;이재학;송준엽;한성흠;문현규,ISMP2023 / KMEPS;ISMP2023 / KMEPS,2023.10.26,,,[],120348,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120348&se=rt&ty=B,연구논문,,,,,2023.0
Analysis of Cutting Characteristics According to Laser CuttingSpeed in Underwater Pressurized Environment for Nuclear Decommissioning,전재욱;송무근;최정수;이수진;신동식;김종도,한국해양대학교(KMOU);한국해양대학교(KMOU),2023.11.19,,,[],120580,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120580&se=rt&ty=B,연구논문,,,,,2023.0
Analysis of deformation of thin polyimide film by pre-strained silicone elastomer,Falguni Ahmed;신승민;송준호;김정엽;박아영;홍문표,Elsevier BV;Elsevier BV,2024.03.01,,,[],120784,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120784&se=rt&ty=B,연구논문,,,,,2024.0
Analysis of Gas Detection Sensitivity of a Self Plasma-Optical Emission spectrometer Using an N2 and Ar Gas-Mixing Evaluation SystemAnalysis of Gas Detection Sensitivity of a Self Plasma-Optical Emission spectrometer Using an N2 and Ar Gas-Mixing Evaluation System,엄건웅;이상호;박인용;강우석;허민;김대웅,한국진공학회;한국진공학회,2024.08.29,,,[],121068,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121068&se=rt&ty=B,연구논문,,,,,2024.0
Analysis of internal behavior of electrochemical hydrogen compressors at high pressures,김민수;추찬호;김영기;김민성;이도현;김선엽;김동규,Pergamon Press Ltd.;Pergamon Press Ltd.,2024.08.14,,,[],120923,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120923&se=rt&ty=B,연구논문,,,,,2024.0
Analysis of melting？to？solidifcation fow patterns with changes in depositional position during the wire？arc direct energy deposition process,안상현;배준성;조대원;박영환,Springer Verlag;Springer Verlag,2024.08.14,,,[],120898,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120898&se=rt&ty=B,연구논문,,,,,2024.0
Analysis of Reliability of Flexible Microwave Absorbing Meta-Surface under Bending Stress,최두선;곽지윤;한준세;곽은지;전은채,META conference;META conference,2023.07.20,,,[],120602,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120602&se=rt&ty=B,연구논문,,,,,2023.0
Analysis of thermal conductivity of the REBCO tape winding coil,염한길;홍용주;인세환;박지호;김효봉;이상갑,"MT28 Committes / ITER, CEA;MT28 Committes / ITER, CEA",2023.09.14,,,[],120551,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120551&se=rt&ty=B,연구논문,,,,,2023.0
Angle- and Polarization-Tolerant Metasurface Designs Based on the Aperiodic TilingAngle- and Polarization-Tolerant Metasurface Designs Based on the Aperiodic Tiling,이민열;전수완;신종화,John Wiley and Sons Inc.;John Wiley and Sons Inc.,2025-07-11,,,[],121378,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121378&se=rt&ty=B,연구논문,,,,,2025.0
"Anisotropic conductive film (ACF) step-by-step line ablation using NIR, green, and DUV wavelengths femtosecond laser for Micro-LED display repair",최준하;조성학,Springer Verlag;Springer Verlag,2024.08.12,,,[],120889,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120889&se=rt&ty=B,연구논문,,,,,2024.0
.A novel ultra-low wire looping technology for emerging packages,박아영;이재학;김승만;강수민,EDTM 2023 / IEEE;EDTM 2023 / IEEE,2023.03.09,,,[],120045,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120045&se=rt&ty=B,연구논문,,,,,2023.0
Anti-counterfeiting labels of photonic crystals with versatile structural colors,녠황민;김관오;강도현;유영은;윤재성,Royal Society of Chemistry;Royal Society of Chemistry,2024.11.19,,,[],121122,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121122&se=rt&ty=B,연구논문,,,,,2024.0
Antimicrobial air filter with highly perforated nanofiber architectures fabricated via self-assembled electrospinning processAntimicrobial air filter with highly perforated nanofiber architectures fabricated via self-assembled electrospinning process,이건희;한방우;황정호;박대훈;김정래;김영훈,European Materials Research Society;European Materials Research Society,2025.05.29,,,[],121337,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121337&se=rt&ty=B,연구논문,,,,,2025.0
.Antimicrobial Thin Film For The Plug-in Manufacture Of ZnO Nano-spine On Commercial Air Filter,박대훈;김영훈;이건희;신동호;박인용;김상복;한방우,GCIM 2023 ;GCIM 2023 ,2023.06.07,,,[],120051,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120051&se=rt&ty=B,연구논문,,,,,2023.0
Application of parallel-type hydrophilic rayon sheet on non-packing scrubber and electrostatic precipitator for gaseous pollutant and particulate removalApplication of parallel-type hydrophilic rayon sheet on non-packing scrubber and electrostatic precipitator for gaseous pollutant and particulate removal,이광택;안소희;이예완;박예원;한방우;황정호;김학준,Pergamon Press Ltd.;Pergamon Press Ltd.,2025-04-20,,,[],121368,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=121368&se=rt&ty=B,연구논문,,,,,2025.0
.A Reliability Prediction Methods for Improving Reliability of Electronic Components,이승우;최지연,대한기계학회(KSME) & 일본기계학회(JSME) / ICMDT 2023;대한기계학회(KSME) & 일본기계학회(JSME) / ICMDT 2023,2023.03.10,,,[],114439,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=114439&se=rt&ty=B,연구논문,,,,,2023.0
.A review of solid SCR systems as an alternative for NOx reduction from diesel engines,하산 라자;우상희;김홍석,Professional Enjineering Publishing Ltd.;Professional Enjineering Publishing Ltd.,2023.08.23,,,[],120229,http://https://library.kimm.re.kr/search/catalog/view.do?bibctrlno=120229&se=rt&ty=B,연구논문,,,,,2023.0
